Collection Name,Collection Id,MMS Id,Title,Suppressed From Discovery,Uniform Resource Identifier,Rep Label,File Label,Permalink
MGSM Working Papers In Management Collection,81284603330002171,99245209350502171,The practice of director and executive remuneration disclosure by Australian firms /,No,http://hdl.handle.net/1959.14/97716,,MGSM working papers in management WP 2006-10,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209350502171
MGSM Working Papers In Management Collection,81284603330002171,99245209350602171,Measuring financial preparation for retirement : a new scale /,No,http://hdl.handle.net/1959.14/94725,Measuring financial preparation for retirement :,MGSM working papers in management WP 2007-11,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209350602171
MGSM Working Papers In Management Collection,81284603330002171,99245209350702171,Explaining celebrity match-up : co-activation theory of dominant support /,No,http://hdl.handle.net/1959.14/97611,Explaining celebrity match-up :,MGSM working papers in management WP 2006-6,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209350702171
MGSM Working Papers In Management Collection,81284603330002171,99245209350902171,Can increased involvement lead to increased financial preparation for retirement? /,No,http://hdl.handle.net/1959.14/94751,Can increased involvement lead to increased financial preparation for retirement? /,MGSM working papers in management WP 2007-12,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209350902171
MGSM Working Papers In Management Collection,81284603330002171,99245209351202171,Intangible assets and creative impairment : an analysis of current disclosure practices by top Australian firms /,No,http://hdl.handle.net/1959.14/97752,Intangible assets and creative impairment :,MGSM working papers in management WP 2006-12,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209351202171
MGSM Working Papers In Management Collection,81284603330002171,99245209351302171,Gardner on leadership /,No,http://hdl.handle.net/1959.14/97197,Gardner on leadership /,MGSM working papers in management WP 2005-5,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209351302171
MGSM Working Papers In Management Collection,81284603330002171,99245209351402171,Accounting for the success of a community retail banking model : Bendigo Bank /,No,http://hdl.handle.net/1959.14/96989,Accounting for the success of a community retail banking model :,MGSM working papers in management WP 2005-29,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209351402171
MGSM Working Papers In Management Collection,81284603330002171,99245209351602171,Extended performance reporting framework : a form of sustainability reporting /,No,http://hdl.handle.net/1959.14/96109,Extended performance reporting framework :,MGSM working papers in management WP 2004-15,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209351602171
MGSM Working Papers In Management Collection,81284603330002171,99245209352702171,Questioning the big 4 audit quality assumption : new evidence from Malaysia /,No,http://hdl.handle.net/1959.14/96984,Questioning the big 4 audit quality assumption :,MGSM working papers in management WP 2008-9,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209352702171
MGSM Working Papers In Management Collection,81284603330002171,99245209352802171,Alternative discounting beyond missing information : effects of confidence in evaluating /,No,http://hdl.handle.net/1959.14/97764,Alternative discounting beyond missing information :,MGSM working papers in management WP 2006-14,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209352802171
MGSM Working Papers In Management Collection,81284603330002171,99245209353002171,Discount rates in disarray : evidence on flawed goodwill impairment testing /,No,http://hdl.handle.net/1959.14/100473,Discount rates in disarray :,MGSM working papers in management WP 2008-11,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209353002171
MGSM Working Papers In Management Collection,81284603330002171,99245209353102171,Magic pudding or regulatory arbitrageur's friend? : the use of hybrid debt equity securities by Australian listed corporations /,No,http://hdl.handle.net/1959.14/97562,Magic pudding or regulatory arbitrageur's friend? :,MGSM working papers in management WP 2006-4,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209353102171
MGSM Working Papers In Management Collection,81284603330002171,99245209353502171,Prospects for a biofuels industry in Australia /,No,http://hdl.handle.net/1959.14/94781,Prospects for a biofuels industry in Australia /,MGSM working papers in management WP 2007-13,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209353502171
MGSM Working Papers In Management Collection,81284603330002171,99245209353802171,Intellectual capital reporting : comparison of various frameworks /,No,http://hdl.handle.net/1959.14/96907,Intellectual capital reporting :,MGSM working papers in management WP 2004-24,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209353802171
MGSM Working Papers In Management Collection,81284603330002171,99245209353902171,The impact of an enforceable standard in Malaysia : assessing the compliance of disclosures for large first-time adopters under FRS 136 /,No,http://hdl.handle.net/1959.14/96949,,MGSM working papers in management WP 2008-12,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209353902171
MGSM Working Papers In Management Collection,81284603330002171,99245209354302171,Advance Australia fair : the quality of AASB 136 fair value disclosures down under /,No,http://hdl.handle.net/1959.14/93438,Advance Australia fair :,MGSM working papers in management WP 2008-1,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209354302171
MGSM Working Papers In Management Collection,81284603330002171,99245209354502171,The rise and impact of hybrid securities in Australian listed corporations /,No,http://hdl.handle.net/1959.14/97302,,MGSM working papers in management WP 2005-22,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209354502171
MGSM Working Papers In Management Collection,81284603330002171,99245209355002171,Enhancing innovation in the organisation /,No,http://hdl.handle.net/1959.14/98888,Enhancing innovation in the organisation /,MGSM working papers in management WP 2006-2,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209355002171
MGSM Working Papers In Management Collection,81284603330002171,99245209355302171,Educational drama in investments management /,No,http://hdl.handle.net/1959.14/97396,Educational drama in investments management /,MGSM working papers in management WP 2006-3,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209355302171
MGSM Working Papers In Management Collection,81284603330002171,99245209355402171,Misadventure and the form of payment in corporate acquisitions /,No,http://hdl.handle.net/1959.14/97725,Misadventure and the form of payment in corporate acquisitions /,MGSM working papers in management WP 2006-11,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209355402171
MGSM Working Papers In Management Collection,81284603330002171,99245209355502171,A deal too far : the case of the killer acquisition /,No,http://hdl.handle.net/1959.14/97755,,MGSM working papers in management WP 2006-13,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209355502171
MGSM Working Papers In Management Collection,81284603330002171,99245209355902171,An examination of disclosure quality of goodwill impairment testing in a post-IFRS environment : a stakeholder perspective /,No,http://hdl.handle.net/1959.14/94798,,MGSM working papers in management WP 2007-14,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209355902171
MGSM Working Papers In Management Collection,81284603330002171,99245209356202171,The Australian experiment : the use of evidence based medicine for the reimbursement of surgical and diagnostic procedures (1998-2004) /,No,http://hdl.handle.net/1959.14/97299,,MGSM working papers in management WP 2005-21,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209356202171
MGSM Working Papers In Management Collection,81284603330002171,99245209356502171,Transpacific Industries - a case study in profit quality through the examination of impairment disclosures /,No,http://hdl.handle.net/1959.14/100483,Transpacific Industries - a case study in profit quality through the examination of impairment disclosures /,MGSM working papers in management WP 2009-1,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209356502171
MGSM Working Papers In Management Collection,81284603330002171,99245209356602171,Pouring over IFRS : a case study on financial disclosure in the wine industry /,No,http://hdl.handle.net/1959.14/97668,Pouring over IFRS :,MGSM working papers in management WP 2006-8,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209356602171
MGSM Working Papers In Management Collection,81284603330002171,99245209356702171,Financial reporting reform and organisational change - evidence from Australia's IFRS adventure /,No,http://hdl.handle.net/1959.14/96958,Financial reporting reform and organisational change - evidence from Australia's IFRS adventure /,MGSM working papers in management WP 2008-13,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209356702171
MGSM Working Papers In Management Collection,81284603330002171,99245209357202171,Customer acquisition : an investigation of CRM competency /,No,http://hdl.handle.net/1959.14/96151,Customer acquisition :,MGSM working papers in management WP 2004-17,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209357202171
MGSM Working Papers In Management Collection,81284603330002171,99245209357802171,Should we cry for Argentina or for currency boards? /,No,http://hdl.handle.net/1959.14/96998,Should we cry for Argentina or for currency boards? /,MGSM working papers in management WP 2005-30,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209357802171
MGSM Working Papers In Management Collection,81284603330002171,99245209358402171,Consumer use and rejection of an interactive telecommunications service : a network perspective /,No,http://hdl.handle.net/1959.14/96934,Consumer use and rejection of an interactive telecommunications service :,MGSM working papers in management WP 2006-17,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209358402171
MGSM Working Papers In Management Collection,81284603330002171,99245209358502171,Project finance asset risk pricing decisions : Australian evidence /,No,http://hdl.handle.net/1959.14/100434,Project finance asset risk pricing decisions :,MGSM working papers in management WP 2006-16,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209358502171
MGSM Working Papers In Management Collection,81284603330002171,99245209358702171,"Self-efficacy, motivation and employee engagement : empowering workers using forum theatre /",No,http://hdl.handle.net/1959.14/96970,"Self-efficacy, motivation and employee engagement :",MGSM working papers in management WP 2008-7,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209358702171
